Wavelength (nm),Retention Time (min),Intensity (AU),Sample
120,14.999999999999979,0.03238657503279876,benzene
122,0,0.037887175088779576,benzene
122,0.2,0.01616798995495234,benzene
122,0.4,0,benzene
122,0.6000000000000001,0.038097092851509265,benzene
122,0.8,0.0024848637101185546,benzene
122,1,0.012478221564464112,benzene
122,1.2,0.06146992204214808,benzene
122,1.4,0.019957914105358042,benzene
122,1.5999999999999999,0.06597805395266869,benzene
122,1.7999999999999998,0.0742307301198413,benzene
122,1.9999999999999998,0.009395915899298562,benzene
122,2.1999999999999997,0.04301229397280621,benzene
122,2.4,0,benzene
122,2.6,0.044178659804915275,benzene
122,2.8000000000000003,0,benzene
122,3.0000000000000004,0.010627979400873767,benzene
122,3.2000000000000006,0.019233324067808005,benzene
122,3.400000000000001,0.07765926710847351,benzene
122,3.600000000000001,0.055285923463029386,benzene
122,3.800000000000001,0.0750725555968369,benzene
122,4.000000000000001,0.06442225943494993,benzene
122,4.200000000000001,0.04413833288701631,benzene
122,4.400000000000001,0,benzene
122,4.600000000000001,0.0326437613627492,benzene
122,4.800000000000002,0.0031340539853683515,benzene
122,5.000000000000002,0.002412477910150451,benzene
122,5.200000000000002,0.04565790752213667,benzene
122,5.400000000000002,0.042903058482288293,benzene
122,5.600000000000002,0.04863556668799106,benzene
122,5.8000000000000025,0.01980835202927384,benzene
122,6.000000000000003,0.05305308987313595,benzene
122,6.200000000000003,0,benzene
122,6.400000000000003,0,benzene
122,6.600000000000003,0.012055728576323345,benzene
122,6.800000000000003,0.021404224560311193,benzene
122,7.0000000000000036,0,benzene
122,7.200000000000004,0,benzene
122,7.400000000000004,0.058931717472523494,benzene
122,7.600000000000004,0.01568555453914126,benzene
122,7.800000000000004,0.045544381075901905,benzene
122,8.000000000000004,0.029496413842281966,benzene
122,8.200000000000003,0.09685847404490808,benzene
122,8.400000000000002,0.06398243804656478,benzene
122,8.600000000000001,0.09617894212473607,benzene
122,8.8,0.1244760876992059,benzene
122,9,0.06397473456214153,benzene
122,9.2,0.03568548063927114,benzene
122,9.399999999999999,0.04076837958034227,benzene
122,9.599999999999998,0.047238313895810215,benzene
122,9.799999999999997,0,benzene
122,9.999999999999996,0.033899838703131555,benzene
122,10.199999999999996,0,benzene
122,10.399999999999995,0,benzene
122,10.599999999999994,0.05050503622569476,benzene
122,10.799999999999994,0.06573632805197524,benzene
122,10.999999999999993,0.06939153612462692,benzene
122,11.199999999999992,0,benzene
122,11.399999999999991,0.08901178765658732,benzene
122,11.59999999999999,0.014525118267504938,benzene
122,11.79999999999999,0.021300037700470953,benzene
122,11.99999999999999,0.057979265432923976,benzene
122,12.199999999999989,0.01374974030375476,benzene
122,12.399999999999988,0.046781631773446304,benzene
122,12.599999999999987,0.014679213974703294,benzene
122,12.799999999999986,0.021461466199029628,benzene
122,12.999999999999986,0.004238191061719351,benzene
122,13.199999999999985,0.08654956013274578,benzene
122,13.399999999999984,0.026298760001379526,benzene
122,13.599999999999984,0.06874879801001882,benzene
122,13.799999999999983,0.045458392548778766,benzene
122,13.999999999999982,0.048548115571900065,benzene
122,14.199999999999982,0.07596770607292652,benzene
122,14.39999999999998,0.012344634578967019,benzene
122,14.59999999999998,0,benzene
122,14.79999999999998,0,benzene
122,14.999999999999979,0.054737351975241995,benzene
124,0,0.0151489545717016,benzene
124,0.2,0.04311364992242431,benzene
124,0.4,0.06097804034813309,benzene
124,0.6000000000000001,0.053955639114356,benzene
124,0.8,0.06418203475213936,benzene
124,1,0.009530972641617737,benzene
124,1.2,0,benzene
124,1.4,0.015062651934901992,benzene
124,1.5999999999999999,0.05568571169368046,benzene
124,1.7999999999999998,0.05274535806114914,benzene
124,1.9999999999999998,0,benzene
124,2.1999999999999997,0,benzene
124,2.4,0.04010558083159188,benzene
124,2.6,0.05098218013957632,benzene
124,2.8000000000000003,0.06445046215091302,benzene
124,3.0000000000000004,0,benzene
124,3.2000000000000006,0,benzene
124,3.400000000000001,0.043033746081575064,benzene
124,3.600000000000001,0.03305447522644609,benzene
124,3.800000000000001,0,benzene
124,4.000000000000001,0.03828029474025717,benzene
124,4.200000000000001,0.06111874353632166,benzene
124,4.400000000000001,0.018536827373235594,benzene
124,4.600000000000001,0.04411532565300635,benzene
124,4.800000000000002,0.011324145973942382,benzene
124,5.000000000000002,0,benzene
124,5.200000000000002,0,benzene
124,5.400000000000002,0.02975428900381524,benzene
124,5.600000000000002,0.05297081885888149,benzene
124,5.8000000000000025,0.0553818627543379,benzene
124,6.000000000000003,0.0647694969512464,benzene
124,6.200000000000003,0.0013042521437131235,benzene
124,6.400000000000003,0.029880007172098683,benzene
124,6.600000000000003,0.09314642595370866,benzene
124,6.800000000000003,0.01876785571588674,benzene
124,7.0000000000000036,0.03512228130162168,benzene
124,7.200000000000004,0.03932551695858557,benzene
124,7.400000000000004,0.018403221830820906,benzene
124,7.600000000000004,0.015553340662321457,benzene
124,7.800000000000004,0,benzene
124,8.000000000000004,0.09486083676940155,benzene
124,8.200000000000003,0.14865653795946684,benzene
124,8.400000000000002,0.1442873275709991,benzene
124,8.600000000000001,0.06111487140641305,benzene
124,8.8,0.05007772911440129,benzene
124,9,0.0851193075479032,benzene
124,9.2,0.08527188246787269,benzene
124,9.399999999999999,0,benzene
124,9.599999999999998,0.0635634589551746,benzene
124,9.799999999999997,0,benzene
124,9.999999999999996,0.0019708147289333178,benzene
124,10.199999999999996,0.06348915632158757,benzene
124,10.399999999999995,0.049857571209797134,benzene
124,10.599999999999994,0.006929881246119797,benzene
124,10.799999999999994,0.021443537674791995,benzene
124,10.999999999999993,0.013728797756820007,benzene
124,11.199999999999992,0.02564332766154277,benzene
124,11.399999999999991,0.017531543746458007,benzene
124,11.59999999999999,0.011912809467074506,benzene
124,11.79999999999999,0.06090483206982799,benzene
124,11.99999999999999,0.06370286682755734,benzene
124,12.199999999999989,0,benzene
124,12.399999999999988,0.07394796074991991,benzene
124,12.599999999999987,0,benzene
124,12.799999999999986,0.030428006046408357,benzene
124,12.999999999999986,0,benzene
124,13.199999999999985,0.062033050735537235,benzene
124,13.399999999999984,0.02969678926535245,benzene
124,13.599999999999984,0.02667151881162723,benzene
124,13.799999999999983,0.0417560046182722,benzene
124,13.999999999999982,0.025140943163663356,benzene
124,14.199999999999982,0,benzene
124,14.39999999999998,0,benzene
124,14.59999999999998,0.00023725331051874243,benzene
124,14.79999999999998,0.02146627704317006,benzene
124,14.999999999999979,0.026497424719886847,benzene
126,0,0,benzene
126,0.2,0.019856444138495695,benzene
126,0.4,0.03730606661644628,benzene
126,0.6000000000000001,0.0006103838897998648,benzene
126,0.8,0,benzene
126,1,0.040472618135060145,benzene
126,1.2,0.08615127388770744,benzene
126,1.4,0.033045099549634645,benzene
126,1.5999999999999999,0.04800477273185988,benzene
126,1.7999999999999998,0,benzene
126,1.9999999999999998,0,benzene
126,2.1999999999999997,0.03331368003609822,benzene
126,2.4,0.026692054441987093,benzene
126,2.6,0.07608472365510018,benzene
126,2.8000000000000003,0,benzene
126,3.0000000000000004,0.018821338928072567,benzene
126,3.2000000000000006,0.07445775826224793,benzene
126,3.400000000000001,0.015043551546971264,benzene
126,3.600000000000001,0.028736174380856634,benzene
126,3.800000000000001,0.0507287870731674,benzene
126,4.000000000000001,0,benzene
126,4.200000000000001,0.014027341739955413,benzene
126,4.400000000000001,0.015047073291735616,benzene
126,4.600000000000001,0.049761022172037095,benzene
126,4.800000000000002,0.006480877075335994,benzene
126,5.000000000000002,0.026175241843630584,benzene
126,5.200000000000002,0,benzene
126,5.400000000000002,0.00985074501991497,benzene
126,5.600000000000002,0.08756610717139192,benzene
126,5.8000000000000025,0,benzene
126,6.000000000000003,0.05309279289155487,benzene
126,6.200000000000003,0.08390744915329598,benzene
126,6.400000000000003,0.041245408172932485,benzene
126,6.600000000000003,0.0413804726973967,benzene
126,6.800000000000003,0,benzene
126,7.0000000000000036,0,benzene
126,7.200000000000004,0,benzene
126,7.400000000000004,0.015079447142251543,benzene
126,7.600000000000004,0.008089461415764582,benzene
126,7.800000000000004,0.011256824764246554,benzene
126,8.000000000000004,0.033145179692233795,benzene
126,8.200000000000003,0.11629070530936994,benzene
126,8.400000000000002,0.14071468837678824,benzene
126,8.600000000000001,0.08889949688618506,benzene
126,8.8,0.07396410007250254,benzene
126,9,0.03566676420619569,benzene
126,9.2,0.04966908866029758,benzene
126,9.399999999999999,0,benzene
126,9.599999999999998,0.012560210108123181,benzene
126,9.799999999999997,0.005799488942816344,benzene
126,9.999999999999996,0,benzene
126,10.199999999999996,0,benzene
126,10.399999999999995,0.08989630885461715,benzene
126,10.599999999999994,0.049962145775432794,benzene
126,10.799999999999994,0.010017517517745189,benzene
126,10.999999999999993,0.0028145357602596954,benzene
126,11.199999999999992,0,benzene
126,11.399999999999991,0.046764619396851136,benzene
126,11.59999999999999,0.0004894232058338215,benzene
126,11.79999999999999,0.04374615454831896,benzene
126,11.99999999999999,0,benzene
126,12.199999999999989,0.05050877893852701,benzene
126,12.399999999999988,0,benzene
126,12.599999999999987,0.008504317412269525,benzene
126,12.799999999999986,0,benzene
126,12.999999999999986,0.036767199738569095,benzene
126,13.199999999999985,0.042983115214634014,benzene
126,13.399999999999984,0.034578932298057044,benzene
126,13.599999999999984,0.07439535580630574,benzene
126,13.799999999999983,0.015952897792111866,benzene
126,13.999999999999982,0.00599073585409951,benzene
126,14.199999999999982,0,benzene
126,14.39999999999998,0.029500496595562215,benzene
126,14.59999999999998,0.04871402195844877,benzene
126,14.79999999999998,0.04482892943686003,benzene
126,14.999999999999979,0.03946155795950036,benzene
128,0,0.02555005761150262,benzene
128,0.2,0.06037396596344725,benzene
128,0.4,0.05536287701272169,benzene
128,0.6000000000000001,0.04956943753337966,benzene
128,0.8,0,benzene
128,1,0.07919350123053848,benzene
128,1.2,0.018765113204040368,benzene
128,1.4,0.04458257420321014,benzene
128,1.5999999999999999,0.040106675079593646,benzene
128,1.7999999999999998,0,benzene
128,1.9999999999999998,0,benzene
128,2.1999999999999997,0,benzene
128,2.4,0,benzene
128,2.6,0,benzene
128,2.8000000000000003,0,benzene
128,3.0000000000000004,0,benzene
128,3.2000000000000006,0.07853656375094396,benzene
128,3.400000000000001,0,benzene
128,3.600000000000001,0.053470043262320986,benzene
128,3.800000000000001,0.07218796959299317,benzene
128,4.000000000000001,0,benzene
128,4.200000000000001,0.01619821404686605,benzene
128,4.400000000000001,0,benzene
128,4.600000000000001,0,benzene
128,4.800000000000002,0.05651698588167953,benzene
128,5.000000000000002,0.04399548734115812,benzene
128,5.200000000000002,0.008407561101466426,benzene
128,5.400000000000002,0.01290367384980521,benzene
128,5.600000000000002,0.01072054578725437,benzene
128,5.8000000000000025,0.06507926600320954,benzene
128,6.000000000000003,0.04934760851706542,benzene
128,6.200000000000003,0,benzene
128,6.400000000000003,0.05296285943803678,benzene
128,6.600000000000003,0.025420907197637562,benzene
128,6.800000000000003,0.008966335943331854,benzene
128,7.0000000000000036,0,benzene
128,7.200000000000004,0.07815005615005116,benzene
128,7.400000000000004,0.02292948839928775,benzene
128,7.600000000000004,0.04093191442155424,benzene
128,7.800000000000004,0.027597894888635486,benzene
128,8.000000000000004,0.06354615811011713,benzene
128,8.200000000000003,0.10422528897187416,benzene
128,8.400000000000002,0.06692366529152233,benzene
128,8.600000000000001,0.14637608404865077,benzene
128,8.8,0.06885177789129615,benzene
128,9,0.08840398659309207,benzene
128,9.2,0.002912850051715543,benzene
128,9.399999999999999,0.02357848594982487,benzene
128,9.599999999999998,0.04590872604913295,benzene
128,9.799999999999997,0.017232315019027535,benzene
128,9.999999999999996,0.009346889191379448,benzene
128,10.199999999999996,0.027349755828214757,benzene
128,10.399999999999995,0.005212205708840935,benzene
128,10.599999999999994,0.0769051889004182,benzene
128,10.799999999999994,0.03582902763794644,benzene
128,10.999999999999993,0.06006567500826859,benzene
128,11.199999999999992,0,benzene
128,11.399999999999991,0.015133776620210426,benzene
128,11.59999999999999,0.06409282889356241,benzene
128,11.79999999999999,0.02232026068535703,benzene
128,11.99999999999999,0.016734491796412152,benzene
128,12.199999999999989,0,benzene
128,12.399999999999988,0.012203266991402097,benzene
128,12.599999999999987,0,benzene
128,12.799999999999986,0,benzene
128,12.999999999999986,0.06444134964575547,benzene
128,13.199999999999985,0.009709258752588379,benzene
128,13.399999999999984,0.027250268005013997,benzene
128,13.599999999999984,0,benzene
128,13.799999999999983,0.09509184453594612,benzene
128,13.999999999999982,0.0017864948349795885,benzene
128,14.199999999999982,0.05823747751623104,benzene
128,14.39999999999998,0.023363479444936823,benzene
128,14.59999999999998,0,benzene
128,14.79999999999998,0.02997720073959899,benzene
128,14.999999999999979,0.03376833850995346,benzene
130,0,0,benzene
130,0.2,0.05913532332226539,benzene
130,0.4,0,benzene
130,0.6000000000000001,0,benzene
130,0.8,0.04512389879944277,benzene
130,1,0,benzene
130,1.2,0.0634786510127604,benzene
130,1.4,0,benzene
130,1.5999999999999999,0.03730962153312861,benzene
130,1.7999999999999998,0.04293190171094665,benzene
130,1.9999999999999998,0.015462099372131635,benzene
130,2.1999999999999997,0.022804483739941088,benzene
130,2.4,0,benzene
130,2.6,0.07691292609182346,benzene
130,2.8000000000000003,0.03368301642135085,benzene
130,3.0000000000000004,0.027150233002737993,benzene
130,3.2000000000000006,0,benzene
130,3.400000000000001,0.03723831670894911,benzene
130,3.600000000000001,0.056310431596797814,benzene
130,3.800000000000001,0.03534038670970418,benzene
130,4.000000000000001,0,benzene
130,4.200000000000001,0,benzene
130,4.400000000000001,0.06448584260083182,benzene
130,4.600000000000001,0.01091297065991903,benzene
130,4.800000000000002,0,benzene
130,5.000000000000002,0.011962104920235202,benzene
130,5.200000000000002,0.0462376679936461,benzene
130,5.400000000000002,0.04731169960468405,benzene
130,5.600000000000002,0.05851536165176158,benzene
130,5.8000000000000025,0.04351648015079094,benzene
130,6.000000000000003,0,benzene
130,6.200000000000003,0,benzene
130,6.400000000000003,0,benzene
130,6.600000000000003,0.048481812510239704,benzene
130,6.800000000000003,0,benzene
130,7.0000000000000036,0.061940277323464285,benzene
130,7.200000000000004,0.041238206124930295,benzene
130,7.400000000000004,0.0656407785101448,benzene
130,7.600000000000004,0.017951907795455614,benzene
130,7.800000000000004,0,benzene
130,8.000000000000004,0.06618952552644655,benzene
130,8.200000000000003,0.12471194359771312,benzene
130,8.400000000000002,0.16467776350743615,benzene
130,8.600000000000001,0.09653897744616212,benzene
130,8.8,0.13392838330051454,benzene
130,9,0.05911402692629538,benzene
130,9.2,0.09598810502766399,benzene
130,9.399999999999999,0.05476637580854373,benzene
130,9.599999999999998,0.04133492559436877,benzene
130,9.799999999999997,0.013193300556904413,benzene
130,9.999999999999996,0.061332820753101105,benzene
130,10.199999999999996,0.04518634456319132,benzene
130,10.399999999999995,0.016764710172273434,benzene
130,10.599999999999994,0.05756542153976765,benzene
130,10.799999999999994,0,benzene
130,10.999999999999993,0.06383881292804489,benzene
130,11.199999999999992,0.026679770090081736,benzene
130,11.399999999999991,0.031220457168097043,benzene
130,11.59999999999999,0,benzene
130,11.79999999999999,0.013346544516259162,benzene
130,11.99999999999999,0.026514459471184595,benzene
130,12.199999999999989,0.057588314553664026,benzene
130,12.399999999999988,0,benzene
130,12.599999999999987,0.08362566178707287,benzene
130,12.799999999999986,0.0495348657825388,benzene
130,12.999999999999986,0,benzene
130,13.199999999999985,0.06634107375321927,benzene
130,13.399999999999984,0,benzene
130,13.599999999999984,0.00669611339126458,benzene
130,13.799999999999983,0.038371531056540585,benzene
130,13.999999999999982,0.020475387185715267,benzene
130,14.199999999999982,0.011817998697561824,benzene
130,14.39999999999998,0.009842312163608098,benzene
130,14.59999999999998,0.06265901318197924,benzene
130,14.79999999999998,0.06246552231046704,benzene
130,14.999999999999979,0,benzene
132,0,0,benzene
132,0.2,0,benzene
132,0.4,0.00855433493763609,benzene
132,0.6000000000000001,0,benzene
132,0.8,0.06242626223075218,benzene
132,1,0,benzene
132,1.2,0,benzene
132,1.4,0.057622486550927485,benzene
132,1.5999999999999999,0.07655561135421206,benzene
132,1.7999999999999998,0.07229766965125158,benzene
132,1.9999999999999998,0.07067027046418341,benzene
132,2.1999999999999997,0,benzene
132,2.4,0.0582279202775533,benzene
132,2.6,0.056407565250683495,benzene
132,2.8000000000000003,0.012624546568774542,benzene
132,3.0000000000000004,0.02956507991786451,benzene
132,3.2000000000000006,0,benzene
132,3.400000000000001,0.05783849065120854,benzene
132,3.600000000000001,0.016828740289412066,benzene
132,3.800000000000001,0.03722109002190416,benzene
132,4.000000000000001,0.027930147097438573,benzene
132,4.200000000000001,0.05992870700378125,benzene
132,4.400000000000001,0.004558381780258285,benzene
132,4.600000000000001,0.06594629900225531,benzene
132,4.800000000000002,0.07296343635555876,benzene
132,5.000000000000002,0.052361275053078256,benzene
132,5.200000000000002,0.029350395521172138,benzene
132,5.400000000000002,0.06882900404307787,benzene
132,5.600000000000002,0.018906672177364553,benzene
132,5.8000000000000025,0.004511178257539717,benzene
132,6.000000000000003,0,benzene
132,6.200000000000003,0.026081580447070006,benzene
132,6.400000000000003,0.03190307183600663,benzene
132,6.600000000000003,0,benzene
132,6.800000000000003,0.011995283199540852,benzene
132,7.0000000000000036,0.024287297263080515,benzene
132,7.200000000000004,0,benzene
132,7.400000000000004,0.051262166223644004,benzene
132,7.600000000000004,0.030262447862970693,benzene
132,7.800000000000004,0.005016959816808258,benzene
132,8.000000000000004,0.0548025288006152,benzene
132,8.200000000000003,0.11093625284569643,benzene
132,8.400000000000002,0.09978814455458276,benzene
132,8.600000000000001,0.17046656216346878,benzene
132,8.8,0.03627024461576728,benzene
132,9,0.10077406734304556,benzene
132,9.2,0.060752450513534534,benzene
132,9.399999999999999,0.05238643887349537,benzene
132,9.599999999999998,0.034633806248731136,benzene
132,9.799999999999997,0,benzene
132,9.999999999999996,0.012791456911429498,benzene
132,10.199999999999996,0.01758290872120568,benzene
132,10.399999999999995,0.010699383272074307,benzene
132,10.599999999999994,0.041699674383745965,benzene
132,10.799999999999994,0.05658313322786575,benzene
132,10.999999999999993,0.06345606706552524,benzene
132,11.199999999999992,0.035000682942832546,benzene
132,11.399999999999991,0.011859813161863016,benzene
132,11.59999999999999,0.06472689789762875,benzene
132,11.79999999999999,0.0014842913908671464,benzene
132,11.99999999999999,0,benzene
132,12.199999999999989,0,benzene
132,12.399999999999988,0.016939060394294176,benzene
132,12.599999999999987,0.016375230399197062,benzene
132,12.799999999999986,0.05908101075663693,benzene
132,12.999999999999986,0.014253620170014964,benzene
132,13.199999999999985,0,benzene
132,13.399999999999984,0.013344402764262298,benzene
132,13.599999999999984,0.07293579037436647,benzene
132,13.799999999999983,0.0723823904230062,benzene
132,13.999999999999982,0,benzene
132,14.199999999999982,0.028010514485187873,benzene
132,14.39999999999998,0,benzene
132,14.59999999999998,0.04206103465183868,benzene
132,14.79999999999998,0.0007025149528539221,benzene
132,14.999999999999979,0.06942995294619866,benzene
134,0,0,benzene
134,0.2,0,benzene
134,0.4,0.03182614623428249,benzene
134,0.6000000000000001,0,benzene
134,0.8,0,benzene
134,1,0.07755987667409914,benzene
134,1.2,0.04590520910127796,benzene
134,1.4,0,benzene
134,1.5999999999999999,0.021648378128082298,benzene
134,1.7999999999999998,0.04347503585076954,benzene
134,1.9999999999999998,0.06654841553490358,benzene
134,2.1999999999999997,0.0495680702738388,benzene
134,2.4,0.002964929636162728,benzene
134,2.6,0.0372338795125835,benzene
134,2.8000000000000003,0.07428038804754866,benzene
134,3.0000000000000004,0.051875355578579,benzene
134,3.2000000000000006,0.04046729128015858,benzene
134,3.400000000000001,0.003339578117292921,benzene
134,3.600000000000001,0.007120577463268425,benzene
134,3.800000000000001,0.028497286641971972,benzene
134,4.000000000000001,0.013542543153167842,benzene
134,4.200000000000001,0,benzene
134,4.400000000000001,0.030539651633151792,benzene
134,4.600000000000001,0,benzene
134,4.800000000000002,0.032356622867971335,benzene
134,5.000000000000002,0,benzene
134,5.200000000000002,0,benzene
134,5.400000000000002,0.03432089565082099,benzene
134,5.600000000000002,0.008638346266768165,benzene
134,5.8000000000000025,0.018439928765455443,benzene
134,6.000000000000003,0.08755209835978163,benzene
134,6.200000000000003,0,benzene
134,6.400000000000003,0,benzene
134,6.600000000000003,0.04861617735345652,benzene
134,6.800000000000003,0.055762018021895635,benzene
134,7.0000000000000036,0.036027713907389916,benzene
134,7.200000000000004,0.034780952553775515,benzene
134,7.400000000000004,0,benzene
134,7.600000000000004,0,benzene
134,7.800000000000004,0.06561880172540824,benzene
134,8.000000000000004,0,benzene
134,8.200000000000003,0.07490769088442495,benzene
134,8.400000000000002,0.14441707022885214,benzene
134,8.600000000000001,0.10122650273123186,benzene
134,8.8,0.053441836082475394,benzene
134,9,0.03936079626594181,benzene
134,9.2,0.05427236585093712,benzene
134,9.399999999999999,0.05828045149778856,benzene
134,9.599999999999998,0.026133160393800193,benzene
134,9.799999999999997,0,benzene
134,9.999999999999996,0,benzene
134,10.199999999999996,0.010969338840247221,benzene
134,10.399999999999995,0.02148004084000106,benzene
134,10.599999999999994,0.0572244637293533,benzene
134,10.799999999999994,0.03235275979692575,benzene
134,10.999999999999993,0.02784488510345394,benzene
134,11.199999999999992,0.022518022938996032,benzene
134,11.399999999999991,0.0025982524444907234,benzene
134,11.59999999999999,0.07352122322903674,benzene
134,11.79999999999999,0.03807972895045975,benzene
134,11.99999999999999,0.07085767831083215,benzene
134,12.199999999999989,0.056202968177115405,benzene
134,12.399999999999988,0.01292556585847842,benzene
134,12.599999999999987,0.011536574757773352,benzene
134,12.799999999999986,0.004543690034938486,benzene
134,12.999999999999986,0.02402738327353711,benzene
134,13.199999999999985,0.04721333080540868,benzene
134,13.399999999999984,0.05187538765138906,benzene
134,13.599999999999984,0.04654385823995375,benzene
134,13.799999999999983,0.03039155316037969,benzene
134,13.999999999999982,0,benzene
134,14.199999999999982,0,benzene
134,14.39999999999998,0.011138739324421918,benzene
134,14.59999999999998,0.01760802330443032,benzene
134,14.79999999999998,0.005730021890618471,benzene
134,14.999999999999979,0,benzene
136,0,0.061577512714485985,benzene
136,0.2,0.04897310759163799,benzene
136,0.4,0.022863687211482228,benzene
136,0.6000000000000001,0,benzene
136,0.8,0.07708571256249262,benzene
136,1,0.028550157608666624,benzene
136,1.2,0.045168459298365986,benzene
136,1.4,0.017134200043254066,benzene
136,1.5999999999999999,0.03627868710417147,benzene
136,1.7999999999999998,0.03988702909289757,benzene
136,1.9999999999999998,0.03599853710309834,benzene
136,2.1999999999999997,0,benzene
136,2.4,0.0889857854665569,benzene
136,2.6,0,benzene
136,2.8000000000000003,0.009569857533947866,benzene
136,3.0000000000000004,0.08292741915870108,benzene
136,3.2000000000000006,0,benzene
136,3.400000000000001,0.019512253007746665,benzene
136,3.600000000000001,0.05387930324173802,benzene
136,3.800000000000001,0.026404577730968506,benzene
136,4.000000000000001,0.0737537581266618,benzene
136,4.200000000000001,0.08208709477198942,benzene
136,4.400000000000001,0.0570710855709934,benzene
136,4.600000000000001,0,benzene
136,4.800000000000002,0.06532760693943242,benzene
136,5.000000000000002,0.021750676600710356,benzene
136,5.200000000000002,0.08795709937765134,benzene
136,5.400000000000002,0.0740873840750982,benzene
136,5.600000000000002,0.020453710206241718,benzene
136,5.8000000000000025,0,benzene
136,6.000000000000003,0.07422160210716672,benzene
136,6.200000000000003,0.07463251410130543,benzene
136,6.400000000000003,0.06458322703251061,benzene
136,6.600000000000003,0.020201210136479814,benzene
136,6.800000000000003,0.02128631383242447,benzene
136,7.0000000000000036,0.07275269502193726,benzene
136,7.200000000000004,0.06584882076336798,benzene
136,7.400000000000004,0.05829541405992562,benzene
136,7.600000000000004,0.011391999054166008,benzene
136,7.800000000000004,0,benzene
136,8.000000000000004,0.04623675583214375,benzene
136,8.200000000000003,0.1087401323041518,benzene
136,8.400000000000002,0.15573113980331443,benzene
136,8.600000000000001,0.14550549031884205,benzene
136,8.8,0.08986151169639822,benzene
136,9,0.08483562771484202,benzene
136,9.2,0.012724704291839596,benzene
136,9.399999999999999,0,benzene
136,9.599999999999998,0.004018792754746987,benzene
136,9.799999999999997,0.033178524287671506,benzene
136,9.999999999999996,0.0792038839778674,benzene
136,10.199999999999996,0.0012106791659338909,benzene
136,10.399999999999995,0,benzene
136,10.599999999999994,0.06113571666798896,benzene
136,10.799999999999994,0,benzene
136,10.999999999999993,0.047971816526590896,benzene
136,11.199999999999992,0.014490041625952136,benzene
136,11.399999999999991,0.01078894011445414,benzene
136,11.59999999999999,0.0022674990938678016,benzene
136,11.79999999999999,0,benzene
136,11.99999999999999,0.02197844458596352,benzene
